account_id,customer_id,account_type,balance,status
ACC0206367,CUST006367,Salary,83095,Active
ACC0206368,CUST006368,Savings,55490,Active
ACC0206369,CUST006369,Savings,8100,Active
ACC0206370,CUST006370,Savings,48579,Active
ACC0206371,CUST006371,Current,166000,Active
ACC0206372,CUST006372,Savings,163384,Active
ACC0206373,CUST006373,Salary,26554,Active
ACC0206374,CUST006374,Current,173232,Active
ACC0206375,CUST006375,Savings,153325,Active
ACC0206376,CUST006376,Salary,53015,Active
ACC0206377,CUST006377,Savings,141334,Active
ACC0206378,CUST006378,Salary,99366,Active
ACC0206379,CUST006379,Savings,64706,Active
ACC0206380,CUST006380,Savings,166592,Active
ACC0206381,CUST006381,Salary,83676,Active
ACC0206382,CUST006382,Current,114521,Active
ACC0206383,CUST006383,Savings,121321,Active
ACC0206384,CUST006384,Current,135902,Active
ACC0206385,CUST006385,Salary,135312,Active
ACC0206386,CUST006386,Current,59690,Active
ACC0206387,CUST006387,Salary,45174,Active
ACC0206388,CUST006388,Current,80196,Active
ACC0206389,CUST006389,Salary,62480,Active
ACC0206390,CUST006390,Savings,35460,Active
ACC0206391,CUST006391,Savings,80112,Active
ACC0206392,CUST006392,Savings,46350,Active
ACC0206393,CUST006393,Salary,189741,Active
ACC0206394,CUST006394,Savings,145436,Dormant
ACC0206395,CUST006395,Current,52635,Active
ACC0206396,CUST006396,Savings,124054,Active
ACC0206397,CUST006397,Current,31395,Active
ACC0206398,CUST006398,Current,151559,Active
ACC0206399,CUST006399,Salary,156553,Active
ACC0206400,CUST006400,Savings,27439,Active
ACC0206401,CUST006401,Current,21723,Active
ACC0206402,CUST006402,Salary,28843,Active
ACC0206403,CUST006403,Salary,185160,Active
ACC0206404,CUST006404,Current,170498,Active
ACC0206405,CUST006405,Current,174812,Dormant
ACC0206406,CUST006406,Current,39819,Active
ACC0206407,CUST006407,Current,142776,Active
ACC0206408,CUST006408,Current,96989,Active
ACC0206409,CUST006409,Savings,30315,Active
ACC0206410,CUST006410,Current,146603,Active
ACC0206411,CUST006411,Savings,169315,Active
ACC0206412,CUST006412,Current,101168,Active
ACC0206413,CUST006413,Savings,148249,Active
ACC0206414,CUST006414,Current,25953,Active
ACC0206415,CUST006415,Current,31923,Active
ACC0206416,CUST006416,Salary,163689,Active
ACC0206417,CUST006417,Salary,158716,Active
ACC0206418,CUST006418,Savings,114959,Active
ACC0206419,CUST006419,Savings,81698,Dormant
ACC0206420,CUST006420,Salary,22367,Active
ACC0206421,CUST006421,Salary,86342,Active
ACC0206422,CUST006422,Savings,17205,Dormant
ACC0206423,CUST006423,Current,106085,Active
ACC0206424,CUST006424,Savings,5186,Active
ACC0206425,CUST006425,Salary,184214,Active
ACC0206426,CUST006426,Salary,11165,Active
ACC0206427,CUST006427,Current,13709,Active
ACC0206428,CUST006428,Current,162974,Active
ACC0206429,CUST006429,Salary,193212,Active
ACC0206430,CUST006430,Salary,199479,Dormant
ACC0206431,CUST006431,Savings,53161,Active
ACC0206432,CUST006432,Current,126531,Active
ACC0206433,CUST006433,Current,144772,Active
ACC0206434,CUST006434,Current,189408,Active
ACC0206435,CUST006435,Savings,130612,Active
ACC0206436,CUST006436,Salary,132729,Active
ACC0206437,CUST006437,Savings,183440,Active
ACC0206438,CUST006438,Salary,71270,Active
ACC0206439,CUST006439,Current,148082,Active
ACC0206440,CUST006440,Savings,81174,Active
ACC0206441,CUST006441,Savings,49901,Active
ACC0206442,CUST006442,Salary,28060,Active
ACC0206443,CUST006443,Savings,89720,Active
ACC0206444,CUST006444,Salary,192409,Dormant
ACC0206445,CUST006445,Salary,85677,Active
ACC0206446,CUST006446,Current,135625,Active
ACC0206447,CUST006447,Savings,172602,Active
ACC0206448,CUST006448,Savings,50408,Active
ACC0206449,CUST006449,Salary,22199,Active
ACC0206450,CUST006450,Salary,148841,Active
ACC0206451,CUST006451,Salary,146274,Active
ACC0206452,CUST006452,Savings,21204,Active
ACC0206453,CUST006453,Salary,69651,Active
ACC0206454,CUST006454,Savings,90114,Active
ACC0206455,CUST006455,Salary,181594,Active
ACC0206456,CUST006456,Salary,20928,Active
ACC0206457,CUST006457,Salary,114698,Active
ACC0206458,CUST006458,Salary,22277,Active
ACC0206459,CUST006459,Current,84339,Active
ACC0206460,CUST006460,Current,70325,Active
ACC0206461,CUST006461,Salary,126073,Active
ACC0206462,CUST006462,Savings,78538,Active
ACC0206463,CUST006463,Salary,57566,Active
ACC0206464,CUST006464,Current,113942,Active
ACC0206465,CUST006465,Salary,72901,Active
ACC0206466,CUST006466,Savings,82537,Active
ACC0206467,CUST006467,Salary,153798,Active
ACC0206468,CUST006468,Salary,110651,Dormant
ACC0206469,CUST006469,Current,87712,Active
ACC0206470,CUST006470,Current,111868,Dormant
ACC0206471,CUST006471,Current,108837,Dormant
ACC0206472,CUST006472,Savings,12986,Active
ACC0206473,CUST006473,Salary,139147,Active
ACC0206474,CUST006474,Salary,168515,Active
ACC0206475,CUST006475,Current,53261,Active
ACC0206476,CUST006476,Savings,160941,Active
ACC0206477,CUST006477,Savings,138652,Active
ACC0206478,CUST006478,Salary,29618,Active
ACC0206479,CUST006479,Savings,140575,Active
ACC0206480,CUST006480,Salary,166361,Active
ACC0206481,CUST006481,Salary,145693,Active
ACC0206482,CUST006482,Salary,196761,Active
ACC0206483,CUST006483,Savings,42463,Active
ACC0206484,CUST006484,Salary,61918,Active
ACC0206485,CUST006485,Salary,57482,Active
ACC0206486,CUST006486,Current,81668,Active
ACC0206487,CUST006487,Current,131639,Active
ACC0206488,CUST006488,Salary,78866,Active
ACC0206489,CUST006489,Salary,41651,Active
ACC0206490,CUST006490,Savings,50611,Active
ACC0206491,CUST006491,Current,126487,Active
ACC0206492,CUST006492,Current,55258,Active
ACC0206493,CUST006493,Current,168945,Active
ACC0206494,CUST006494,Salary,114238,Active
ACC0206495,CUST006495,Savings,43939,Active
ACC0206496,CUST006496,Current,171250,Active
ACC0206497,CUST006497,Salary,172656,Active
ACC0206498,CUST006498,Savings,8633,Active
ACC0206499,CUST006499,Savings,127867,Active
ACC0206500,CUST006500,Current,95284,Active
ACC0206501,CUST006501,Salary,7296,Active
ACC0206502,CUST006502,Savings,72508,Active
ACC0206503,CUST006503,Savings,44753,Active
ACC0206504,CUST006504,Current,84534,Active
ACC0206505,CUST006505,Salary,70918,Active
ACC0206506,CUST006506,Current,159227,Active
ACC0206507,CUST006507,Savings,196411,Active
ACC0206508,CUST006508,Current,154908,Active
ACC0206509,CUST006509,Current,103385,Active
ACC0206510,CUST006510,Savings,96113,Active
ACC0206511,CUST006511,Salary,131193,Active
ACC0206512,CUST006512,Current,5137,Active
ACC0206513,CUST006513,Salary,22033,Active
ACC0206514,CUST006514,Savings,27008,Active
ACC0206515,CUST006515,Savings,185314,Active
ACC0206516,CUST006516,Salary,131103,Active
ACC0206517,CUST006517,Current,71232,Active
ACC0206518,CUST006518,Savings,92486,Active
ACC0206519,CUST006519,Savings,144791,Active
ACC0206520,CUST006520,Current,130466,Active
ACC0206521,CUST006521,Current,168691,Active
ACC0206522,CUST006522,Current,75301,Active
ACC0206523,CUST006523,Salary,75877,Active
ACC0206524,CUST006524,Salary,148967,Active
ACC0206525,CUST006525,Salary,63595,Active
ACC0206526,CUST006526,Current,86795,Active
ACC0206527,CUST006527,Current,42885,Active
ACC0206528,CUST006528,Savings,73391,Active
ACC0206529,CUST006529,Savings,150176,Active
ACC0206530,CUST006530,Current,167873,Active
ACC0206531,CUST006531,Salary,171926,Active
ACC0206532,CUST006532,Current,162151,Active
ACC0206533,CUST006533,Savings,39800,Active
ACC0206534,CUST006534,Current,160933,Active
ACC0206535,CUST006535,Savings,147255,Active
ACC0206536,CUST006536,Current,52772,Dormant
ACC0206537,CUST006537,Current,180279,Active
ACC0206538,CUST006538,Salary,66755,Active
ACC0206539,CUST006539,Savings,28725,Active
ACC0206540,CUST006540,Savings,136210,Active
ACC0206541,CUST006541,Savings,112848,Active
ACC0206542,CUST006542,Salary,12812,Active
ACC0206543,CUST006543,Salary,164227,Active
ACC0206544,CUST006544,Salary,110952,Active
ACC0206545,CUST006545,Salary,30030,Dormant
ACC0206546,CUST006546,Salary,71746,Active
ACC0206547,CUST006547,Current,199991,Active
ACC0206548,CUST006548,Salary,5165,Active
ACC0206549,CUST006549,Savings,26545,Active
ACC0206550,CUST006550,Current,165929,Active
ACC0206551,CUST006551,Savings,109170,Active
ACC0206552,CUST006552,Current,82897,Active
ACC0206553,CUST006553,Salary,35370,Active
ACC0206554,CUST006554,Salary,150973,Dormant
ACC0206555,CUST006555,Current,15312,Active
ACC0206556,CUST006556,Current,5313,Active
ACC0206557,CUST006557,Current,152193,Active
ACC0206558,CUST006558,Salary,82938,Active
ACC0206559,CUST006559,Current,77098,Active
ACC0206560,CUST006560,Current,165380,Active
ACC0206561,CUST006561,Savings,108658,Active
ACC0206562,CUST006562,Savings,55597,Active
ACC0206563,CUST006563,Savings,54042,Active
ACC0206564,CUST006564,Salary,89088,Active
ACC0206565,CUST006565,Salary,8072,Active
ACC0206566,CUST006566,Savings,185708,Active
ACC0206567,CUST006567,Savings,139832,Active
ACC0206568,CUST006568,Salary,33400,Active
ACC0206569,CUST006569,Salary,191645,Active
ACC0206570,CUST006570,Current,35532,Active
ACC0206571,CUST006571,Savings,90519,Active
ACC0206572,CUST006572,Savings,95508,Active
ACC0206573,CUST006573,Salary,103753,Active
ACC0206574,CUST006574,Savings,13103,Active
ACC0206575,CUST006575,Current,138901,Active
ACC0206576,CUST006576,Salary,154734,Active
ACC0206577,CUST006577,Salary,176312,Active
ACC0206578,CUST006578,Salary,66774,Active
ACC0206579,CUST006579,Savings,104156,Active
ACC0206580,CUST006580,Salary,62507,Active
ACC0206581,CUST006581,Salary,89986,Active
ACC0206582,CUST006582,Salary,6450,Active
ACC0206583,CUST006583,Current,167156,Active
ACC0206584,CUST006584,Savings,32304,Active
ACC0206585,CUST006585,Savings,98686,Active
ACC0206586,CUST006586,Salary,34699,Active
ACC0206587,CUST006587,Current,101736,Active
ACC0206588,CUST006588,Current,115189,Active
ACC0206589,CUST006589,Current,88682,Active
ACC0206590,CUST006590,Salary,31444,Active
ACC0206591,CUST006591,Salary,45776,Active
ACC0206592,CUST006592,Savings,47769,Active
ACC0206593,CUST006593,Savings,94552,Active
ACC0206594,CUST006594,Current,51441,Active
ACC0206595,CUST006595,Savings,7999,Active
ACC0206596,CUST006596,Savings,192799,Active
ACC0206597,CUST006597,Current,36250,Active
ACC0206598,CUST006598,Salary,78955,Active
ACC0206599,CUST006599,Savings,52129,Active
ACC0206600,CUST006600,Salary,173517,Active
ACC0206601,CUST006601,Salary,44669,Active
ACC0206602,CUST006602,Salary,134190,Active
ACC0206603,CUST006603,Salary,149322,Active
ACC0206604,CUST006604,Current,120960,Active
ACC0206605,CUST006605,Savings,112299,Active
ACC0206606,CUST006606,Current,55979,Active
ACC0206607,CUST006607,Savings,132674,Active
ACC0206608,CUST006608,Salary,178964,Active
ACC0206609,CUST006609,Salary,55897,Active
ACC0206610,CUST006610,Current,80035,Active
ACC0206611,CUST006611,Savings,174089,Active
ACC0206612,CUST006612,Current,194462,Active
ACC0206613,CUST006613,Salary,109466,Active
ACC0206614,CUST006614,Salary,111706,Active
ACC0206615,CUST006615,Savings,148870,Active
ACC0206616,CUST006616,Savings,155838,Active
ACC0206617,CUST006617,Current,48358,Active
ACC0206618,CUST006618,Savings,31689,Active
ACC0206619,CUST006619,Savings,152055,Active
ACC0206620,CUST006620,Savings,144643,Active
ACC0206621,CUST006621,Current,133886,Active
ACC0206622,CUST006622,Current,67436,Active
ACC0206623,CUST006623,Current,47776,Active
ACC0206624,CUST006624,Savings,40866,Active
ACC0206625,CUST006625,Savings,82527,Active
ACC0206626,CUST006626,Salary,132222,Active
ACC0206627,CUST006627,Salary,38796,Active
ACC0206628,CUST006628,Current,69164,Active
ACC0206629,CUST006629,Current,199563,Active
ACC0206630,CUST006630,Salary,77826,Active
ACC0206631,CUST006631,Current,67797,Active
ACC0206632,CUST006632,Current,178022,Active
ACC0206633,CUST006633,Salary,183887,Active
ACC0206634,CUST006634,Savings,55632,Active
ACC0206635,CUST006635,Salary,175056,Active
ACC0206636,CUST006636,Current,125722,Active
ACC0206637,CUST006637,Current,33653,Active
ACC0206638,CUST006638,Salary,19702,Active
ACC0206639,CUST006639,Current,163778,Active
ACC0206640,CUST006640,Salary,136266,Active
ACC0206641,CUST006641,Current,31527,Active
ACC0206642,CUST006642,Savings,28880,Active
ACC0206643,CUST006643,Savings,79572,Active
ACC0206644,CUST006644,Savings,129974,Active
ACC0206645,CUST006645,Current,68418,Active
ACC0206646,CUST006646,Current,28406,Active
ACC0206647,CUST006647,Current,29393,Active
ACC0206648,CUST006648,Salary,67432,Active
ACC0206649,CUST006649,Current,95838,Active
ACC0206650,CUST006650,Current,134744,Active
ACC0206651,CUST006651,Salary,57697,Active
ACC0206652,CUST006652,Savings,51748,Active
ACC0206653,CUST006653,Salary,159374,Active
ACC0206654,CUST006654,Current,165420,Active
ACC0206655,CUST006655,Current,168525,Active
ACC0206656,CUST006656,Salary,162694,Active
ACC0206657,CUST006657,Current,9171,Active
ACC0206658,CUST006658,Savings,193578,Active
ACC0206659,CUST006659,Salary,56905,Active
ACC0206660,CUST006660,Savings,112301,Active
ACC0206661,CUST006661,Current,27879,Active
ACC0206662,CUST006662,Savings,174737,Dormant
ACC0206663,CUST006663,Salary,31088,Active
ACC0206664,CUST006664,Savings,54762,Active
ACC0206665,CUST006665,Current,142111,Active
ACC0206666,CUST006666,Current,35853,Active
ACC0206667,CUST006667,Savings,193984,Active
ACC0206668,CUST006668,Savings,14188,Active
ACC0206669,CUST006669,Savings,15188,Active
ACC0206670,CUST006670,Salary,139220,Active
ACC0206671,CUST006671,Salary,197501,Dormant
ACC0206672,CUST006672,Salary,61743,Active
ACC0206673,CUST006673,Salary,121750,Active
ACC0206674,CUST006674,Savings,26079,Dormant
ACC0206675,CUST006675,Current,17514,Active
ACC0206676,CUST006676,Current,199031,Active
ACC0206677,CUST006677,Savings,198721,Active
ACC0206678,CUST006678,Salary,166918,Active
ACC0206679,CUST006679,Salary,44736,Active
ACC0206680,CUST006680,Salary,172326,Active
ACC0206681,CUST006681,Current,167086,Active
ACC0206682,CUST006682,Salary,187450,Active
ACC0206683,CUST006683,Savings,52930,Dormant
ACC0206684,CUST006684,Savings,82222,Active
ACC0206685,CUST006685,Savings,65071,Active
ACC0206686,CUST006686,Current,16081,Active
ACC0206687,CUST006687,Current,120678,Active
ACC0206688,CUST006688,Salary,130709,Active
ACC0206689,CUST006689,Salary,50448,Active
ACC0206690,CUST006690,Savings,30348,Dormant
ACC0206691,CUST006691,Savings,61267,Active
ACC0206692,CUST006692,Savings,157365,Active
ACC0206693,CUST006693,Current,8006,Active
ACC0206694,CUST006694,Current,6349,Active
ACC0206695,CUST006695,Current,172204,Active
ACC0206696,CUST006696,Salary,128437,Active
ACC0206697,CUST006697,Savings,97577,Active
ACC0206698,CUST006698,Salary,66520,Active
ACC0206699,CUST006699,Savings,191397,Active
ACC0206700,CUST006700,Savings,91992,Active
ACC0206701,CUST006701,Salary,118473,Active
ACC0206702,CUST006702,Current,127338,Active
ACC0206703,CUST006703,Salary,6217,Active
ACC0206704,CUST006704,Current,99068,Active
ACC0206705,CUST006705,Salary,107751,Active
ACC0206706,CUST006706,Current,189576,Active
ACC0206707,CUST006707,Current,139332,Active
ACC0206708,CUST006708,Salary,194850,Active
ACC0206709,CUST006709,Savings,167374,Dormant
ACC0206710,CUST006710,Savings,154623,Active
ACC0206711,CUST006711,Current,76563,Active
ACC0206712,CUST006712,Current,145343,Dormant
ACC0206713,CUST006713,Current,119084,Active
ACC0206714,CUST006714,Salary,96131,Active
ACC0206715,CUST006715,Current,56928,Active
ACC0206716,CUST006716,Current,33798,Active
ACC0206717,CUST006717,Savings,50624,Active
ACC0206718,CUST006718,Current,121822,Active
ACC0206719,CUST006719,Current,103528,Active
ACC0206720,CUST006720,Savings,192262,Active
ACC0206721,CUST006721,Current,167907,Active
ACC0206722,CUST006722,Salary,145712,Active
ACC0206723,CUST006723,Current,176054,Active
ACC0206724,CUST006724,Salary,122115,Active
ACC0206725,CUST006725,Current,14742,Active
ACC0206726,CUST006726,Salary,156290,Active
ACC0206727,CUST006727,Savings,126388,Active
ACC0206728,CUST006728,Savings,128251,Active
ACC0206729,CUST006729,Salary,139832,Active
ACC0206730,CUST006730,Current,131287,Active
ACC0206731,CUST006731,Salary,63054,Active
ACC0206732,CUST006732,Current,159747,Active
ACC0206733,CUST006733,Salary,30008,Active
ACC0206734,CUST006734,Current,99632,Active
ACC0206735,CUST006735,Current,53178,Active
ACC0206736,CUST006736,Current,185324,Active
ACC0206737,CUST006737,Salary,78928,Active
ACC0206738,CUST006738,Current,111008,Active
ACC0206739,CUST006739,Savings,27074,Active
ACC0206740,CUST006740,Current,39805,Active
ACC0206741,CUST006741,Current,66924,Dormant
ACC0206742,CUST006742,Current,163021,Active
ACC0206743,CUST006743,Savings,60660,Active
ACC0206744,CUST006744,Current,187917,Active
ACC0206745,CUST006745,Salary,5107,Active
ACC0206746,CUST006746,Savings,90541,Active
ACC0206747,CUST006747,Savings,39584,Active
ACC0206748,CUST006748,Current,129344,Active
ACC0206749,CUST006749,Savings,155507,Active
ACC0206750,CUST006750,Current,16057,Active
ACC0206751,CUST006751,Savings,151166,Active
ACC0206752,CUST006752,Savings,53813,Dormant
ACC0206753,CUST006753,Salary,93634,Active
ACC0206754,CUST006754,Current,74076,Dormant
ACC0206755,CUST006755,Savings,151164,Active
ACC0206756,CUST006756,Savings,112214,Active
ACC0206757,CUST006757,Savings,130673,Active
ACC0206758,CUST006758,Current,191644,Active
ACC0206759,CUST006759,Current,146777,Active
ACC0206760,CUST006760,Current,79313,Dormant
ACC0206761,CUST006761,Current,169382,Active
ACC0206762,CUST006762,Salary,100873,Active
ACC0206763,CUST006763,Savings,5375,Active
ACC0206764,CUST006764,Salary,20541,Active
ACC0206765,CUST006765,Salary,185711,Active
ACC0206766,CUST006766,Current,183116,Active
ACC0206767,CUST006767,Salary,85041,Active
ACC0206768,CUST006768,Salary,174588,Active
ACC0206769,CUST006769,Salary,52233,Active
ACC0206770,CUST006770,Salary,127959,Active
ACC0206771,CUST006771,Salary,168302,Active
ACC0206772,CUST006772,Salary,110115,Active
ACC0206773,CUST006773,Savings,89635,Active
ACC0206774,CUST006774,Savings,138584,Active
ACC0206775,CUST006775,Savings,54164,Active
ACC0206776,CUST006776,Savings,188868,Active
ACC0206777,CUST006777,Salary,193740,Active
ACC0206778,CUST006778,Current,58321,Active
ACC0206779,CUST006779,Savings,46079,Active
ACC0206780,CUST006780,Salary,183731,Active
ACC0206781,CUST006781,Salary,42893,Active
ACC0206782,CUST006782,Salary,41253,Active
ACC0206783,CUST006783,Current,114388,Active
ACC0206784,CUST006784,Current,198893,Active
ACC0206785,CUST006785,Savings,143960,Active
ACC0206786,CUST006786,Current,67707,Active
ACC0206787,CUST006787,Current,81476,Active
ACC0206788,CUST006788,Current,185292,Active
ACC0206789,CUST006789,Savings,149725,Active
ACC0206790,CUST006790,Savings,63173,Dormant
ACC0206791,CUST006791,Salary,25997,Dormant
ACC0206792,CUST006792,Current,72786,Active
ACC0206793,CUST006793,Savings,41084,Active
ACC0206794,CUST006794,Savings,66885,Active
ACC0206795,CUST006795,Salary,174378,Active
ACC0206796,CUST006796,Savings,36188,Active
ACC0206797,CUST006797,Current,19158,Active
ACC0206798,CUST006798,Savings,173658,Active
ACC0206799,CUST006799,Savings,113157,Active
ACC0206800,CUST006800,Savings,10276,Active
ACC0206801,CUST006801,Current,30243,Active
ACC0206802,CUST006802,Savings,109973,Active
ACC0206803,CUST006803,Current,164716,Active
ACC0206804,CUST006804,Savings,49271,Active
ACC0206805,CUST006805,Salary,55419,Active
ACC0206806,CUST006806,Savings,57361,Active
ACC0206807,CUST006807,Savings,156527,Active
ACC0206808,CUST006808,Salary,103931,Active
ACC0206809,CUST006809,Current,171647,Active
ACC0206810,CUST006810,Current,98187,Active
ACC0206811,CUST006811,Current,75193,Active
ACC0206812,CUST006812,Salary,184459,Active
ACC0206813,CUST006813,Salary,197257,Active
ACC0206814,CUST006814,Current,55725,Active
ACC0206815,CUST006815,Current,81356,Active
ACC0206816,CUST006816,Savings,134823,Active
ACC0206817,CUST006817,Savings,131920,Active
ACC0206818,CUST006818,Savings,102117,Active
ACC0206819,CUST006819,Salary,199858,Active
ACC0206820,CUST006820,Salary,163750,Active
ACC0206821,CUST006821,Salary,104463,Active
ACC0206822,CUST006822,Savings,189301,Active
ACC0206823,CUST006823,Current,16508,Active
ACC0206824,CUST006824,Current,84793,Active
ACC0206825,CUST006825,Current,146288,Active
ACC0206826,CUST006826,Savings,139390,Active
ACC0206827,CUST006827,Current,198374,Active
ACC0206828,CUST006828,Salary,172213,Active
ACC0206829,CUST006829,Salary,158568,Active
ACC0206830,CUST006830,Savings,22151,Active
ACC0206831,CUST006831,Current,78600,Active
ACC0206832,CUST006832,Salary,141227,Active
ACC0206833,CUST006833,Savings,107997,Active
ACC0206834,CUST006834,Savings,48317,Active
ACC0206835,CUST006835,Salary,109536,Active
ACC0206836,CUST006836,Current,165226,Active
ACC0206837,CUST006837,Current,158506,Active
ACC0206838,CUST006838,Salary,33332,Active
ACC0206839,CUST006839,Savings,89238,Active
ACC0206840,CUST006840,Savings,189027,Active
ACC0206841,CUST006841,Current,125090,Active
ACC0206842,CUST006842,Current,146886,Active
ACC0206843,CUST006843,Salary,6374,Active
ACC0206844,CUST006844,Current,141021,Active
ACC0206845,CUST006845,Salary,50745,Active
ACC0206846,CUST006846,Salary,139171,Active
ACC0206847,CUST006847,Current,67008,Dormant
ACC0206848,CUST006848,Current,198172,Active
ACC0206849,CUST006849,Current,83451,Active
ACC0206850,CUST006850,Current,100203,Active
ACC0206851,CUST006851,Current,133911,Active
ACC0206852,CUST006852,Savings,81321,Active
ACC0206853,CUST006853,Current,62141,Active
ACC0206854,CUST006854,Current,28840,Active
ACC0206855,CUST006855,Salary,44700,Active
ACC0206856,CUST006856,Current,39063,Active
ACC0206857,CUST006857,Current,93736,Active
ACC0206858,CUST006858,Current,98239,Active
ACC0206859,CUST006859,Salary,104402,Active
ACC0206860,CUST006860,Savings,66606,Active
ACC0206861,CUST006861,Salary,187539,Active
ACC0206862,CUST006862,Savings,174426,Active
ACC0206863,CUST006863,Current,150959,Active
ACC0206864,CUST006864,Current,36546,Active
ACC0206865,CUST006865,Salary,43574,Active
ACC0206866,CUST006866,Current,109489,Active
ACC0206867,CUST006867,Salary,63624,Active
ACC0206868,CUST006868,Savings,146317,Active
ACC0206869,CUST006869,Current,7873,Active
ACC0206870,CUST006870,Salary,85512,Dormant
ACC0206871,CUST006871,Savings,189303,Active
ACC0206872,CUST006872,Savings,112295,Active
ACC0206873,CUST006873,Savings,35197,Active
ACC0206874,CUST006874,Savings,44892,Active
ACC0206875,CUST006875,Current,160553,Active
ACC0206876,CUST006876,Savings,178026,Active
ACC0206877,CUST006877,Salary,58282,Active
ACC0206878,CUST006878,Salary,176971,Active
ACC0206879,CUST006879,Salary,141211,Active
ACC0206880,CUST006880,Current,93975,Active
ACC0206881,CUST006881,Savings,27358,Active
ACC0206882,CUST006882,Savings,10129,Active
ACC0206883,CUST006883,Current,161481,Active
ACC0206884,CUST006884,Savings,93374,Active
ACC0206885,CUST006885,Current,164500,Active
ACC0206886,CUST006886,Current,17473,Active
ACC0206887,CUST006887,Savings,143743,Active
ACC0206888,CUST006888,Savings,113338,Active
ACC0206889,CUST006889,Salary,169198,Active
ACC0206890,CUST006890,Salary,68139,Active
ACC0206891,CUST006891,Savings,123424,Active
ACC0206892,CUST006892,Current,122314,Active
ACC0206893,CUST006893,Salary,159540,Active
ACC0206894,CUST006894,Savings,9920,Active
ACC0206895,CUST006895,Salary,100864,Active
ACC0206896,CUST006896,Salary,64187,Active
ACC0206897,CUST006897,Salary,47428,Active
ACC0206898,CUST006898,Salary,152478,Active
ACC0206899,CUST006899,Current,165369,Active
ACC0206900,CUST006900,Savings,165959,Active
ACC0206901,CUST006901,Current,56415,Active
ACC0206902,CUST006902,Savings,148809,Active
ACC0206903,CUST006903,Current,111455,Active
ACC0206904,CUST006904,Salary,64866,Active
ACC0206905,CUST006905,Savings,186983,Active
ACC0206906,CUST006906,Savings,40853,Active
ACC0206907,CUST006907,Savings,154707,Active
ACC0206908,CUST006908,Savings,92068,Active
ACC0206909,CUST006909,Savings,116437,Active
ACC0206910,CUST006910,Current,78225,Active
ACC0206911,CUST006911,Savings,20682,Active
ACC0206912,CUST006912,Current,18694,Active
ACC0206913,CUST006913,Salary,29013,Active
ACC0206914,CUST006914,Savings,126964,Active
ACC0206915,CUST006915,Salary,174905,Active
ACC0206916,CUST006916,Current,45973,Active
ACC0206917,CUST006917,Salary,131321,Active
ACC0206918,CUST006918,Savings,42981,Active
ACC0206919,CUST006919,Savings,155181,Active
ACC0206920,CUST006920,Current,119520,Active
ACC0206921,CUST006921,Savings,113872,Active
ACC0206922,CUST006922,Salary,72480,Active
ACC0206923,CUST006923,Current,154263,Active
ACC0206924,CUST006924,Savings,113485,Active
ACC0206925,CUST006925,Salary,16143,Active
ACC0206926,CUST006926,Savings,34095,Active
ACC0206927,CUST006927,Salary,86275,Active
ACC0206928,CUST006928,Current,103300,Dormant
ACC0206929,CUST006929,Salary,60464,Active
ACC0206930,CUST006930,Salary,74778,Active
ACC0206931,CUST006931,Savings,9309,Active
ACC0206932,CUST006932,Current,86071,Dormant
ACC0206933,CUST006933,Current,153872,Active
ACC0206934,CUST006934,Salary,133622,Active
ACC0206935,CUST006935,Current,114136,Active
ACC0206936,CUST006936,Savings,165389,Active
ACC0206937,CUST006937,Savings,167112,Active
ACC0206938,CUST006938,Salary,174791,Active
ACC0206939,CUST006939,Savings,145177,Active
ACC0206940,CUST006940,Current,127348,Active
ACC0206941,CUST006941,Current,176033,Active
ACC0206942,CUST006942,Savings,42547,Active
ACC0206943,CUST006943,Salary,74633,Active
ACC0206944,CUST006944,Salary,76935,Active
ACC0206945,CUST006945,Savings,77813,Active
ACC0206946,CUST006946,Salary,98067,Active
ACC0206947,CUST006947,Salary,59017,Active
ACC0206948,CUST006948,Current,68687,Active
ACC0206949,CUST006949,Savings,177723,Active
ACC0206950,CUST006950,Savings,114224,Active
ACC0206951,CUST006951,Salary,64282,Dormant
ACC0206952,CUST006952,Savings,102572,Active
ACC0206953,CUST006953,Savings,96523,Active
ACC0206954,CUST006954,Salary,25902,Active
ACC0206955,CUST006955,Salary,56293,Active
ACC0206956,CUST006956,Savings,180463,Active
ACC0206957,CUST006957,Current,29014,Active
ACC0206958,CUST006958,Salary,24601,Active
ACC0206959,CUST006959,Savings,122515,Active
ACC0206960,CUST006960,Salary,155312,Active
ACC0206961,CUST006961,Salary,55872,Active
ACC0206962,CUST006962,Savings,12146,Active
ACC0206963,CUST006963,Current,23513,Active
ACC0206964,CUST006964,Salary,74258,Active
ACC0206965,CUST006965,Savings,98504,Active
ACC0206966,CUST006966,Savings,34204,Active
ACC0206967,CUST006967,Salary,54211,Active
ACC0206968,CUST006968,Savings,108307,Active
ACC0206969,CUST006969,Savings,55426,Active
ACC0206970,CUST006970,Savings,100047,Active
ACC0206971,CUST006971,Current,169732,Active
ACC0206972,CUST006972,Savings,45042,Active
ACC0206973,CUST006973,Savings,123514,Active
ACC0206974,CUST006974,Salary,95605,Active
ACC0206975,CUST006975,Salary,39193,Active
ACC0206976,CUST006976,Current,136909,Active
ACC0206977,CUST006977,Salary,23386,Active
ACC0206978,CUST006978,Savings,122221,Active
ACC0206979,CUST006979,Savings,117902,Active
ACC0206980,CUST006980,Savings,46143,Active
